,date,location,mintemp,maxtemp,rainfall,humidity9am,humidity3pm,pressure9am,pressure3pm,temp9am,temp3pm,raintomorrow_offset1day,labels
28280,2013-03-22,Melbourne,14.7,20.5,0.4,67.0,49.0,1012.8,1011.7,15.7,19.6,0,0
28281,2013-03-23,Melbourne,14.8,24.2,0.0,61.0,41.0,1015.8,1013.9,16.5,22.8,0,0
28282,2013-03-24,Melbourne,16.5,25.7,0.0,55.0,37.0,1012.6,1011.8,18.2,24.9,0,0
28283,2013-03-25,Melbourne,13.7,23.8,0.0,68.0,45.0,1019.6,1017.8,16.2,23.0,0,0
28284,2013-03-26,Melbourne,16.2,31.4,0.0,61.0,20.0,1015.9,1011.8,19.2,30.1,0,0
28285,2013-03-27,Melbourne,19.2,35.6,0.0,40.0,21.0,1009.1,1005.7,24.3,34.1,0,0
28286,2013-04-03,Melbourne,14.0,17.8,0.2,53.0,61.0,1025.0,1025.2,15.6,16.2,0,0
28287,2013-04-04,Melbourne,10.2,21.0,0.0,70.0,44.0,1029.7,1027.5,11.9,20.2,0,0
28288,2013-04-09,Melbourne,14.1,23.5,0.0,79.0,54.0,1026.9,1023.2,17.5,22.5,0,0
28289,2013-04-10,Melbourne,12.3,24.8,0.0,78.0,42.0,1023.2,1020.6,15.4,24.1,0,0
28290,2013-04-11,Melbourne,14.6,18.4,0.2,74.0,79.0,1024.6,1024.3,16.7,16.5,0,0
28291,2013-04-16,Melbourne,11.5,20.2,0.4,58.0,43.0,1018.3,1015.8,14.9,19.3,0,0
28292,2013-04-17,Melbourne,11.6,19.3,0.0,70.0,60.0,1018.1,1016.3,13.8,17.7,0,0
28293,2013-04-18,Melbourne,11.1,18.5,1.0,93.0,52.0,1019.4,1020.2,13.3,16.5,0,0
28294,2013-04-19,Melbourne,9.8,18.4,4.8,50.0,39.0,1026.3,1024.6,13.1,17.0,1,0
28295,2013-04-20,Melbourne,9.8,19.0,0.0,68.0,44.0,1023.3,1019.0,12.2,18.2,0,0
28296,2013-04-21,Melbourne,6.9,20.7,0.0,65.0,34.0,1013.6,1008.0,10.9,20.0,0,0
28297,2013-04-22,Melbourne,10.9,17.2,1.2,87.0,78.0,1007.0,1006.9,12.4,15.6,1,0
28298,2013-04-23,Melbourne,12.0,19.7,3.6,70.0,54.0,1014.5,1014.7,14.3,18.0,1,0
28299,2013-04-27,Melbourne,14.7,24.5,0.0,65.0,36.0,1018.4,1012.1,16.6,24.1,0,0
28300,2013-04-28,Melbourne,16.6,19.5,0.0,74.0,54.0,1014.9,1015.7,17.9,18.7,0,0
28301,2013-04-29,Melbourne,10.6,18.4,0.0,60.0,49.0,1024.1,1024.3,13.5,17.1,0,0
28302,2013-04-30,Melbourne,7.9,19.3,0.0,75.0,39.0,1026.6,1023.0,10.5,17.6,0,0
28303,2013-05-01,Melbourne,9.3,16.5,0.0,66.0,79.0,1021.5,1021.6,12.9,14.2,0,0
28304,2013-05-02,Melbourne,7.0,18.3,1.8,76.0,44.0,1028.5,1025.8,9.4,17.0,1,0
28305,2013-05-07,Melbourne,7.2,20.2,0.8,84.0,42.0,1026.9,1024.2,11.6,18.7,0,0
28306,2013-05-08,Melbourne,10.5,23.0,0.0,62.0,35.0,1028.0,1024.9,13.6,22.6,0,0
28307,2013-05-09,Melbourne,13.5,25.5,0.0,57.0,40.0,1028.5,1026.7,17.7,25.0,0,0
28308,2013-05-14,Melbourne,7.8,13.6,2.4,68.0,67.0,1011.4,1009.4,9.6,11.5,1,0
28309,2013-05-15,Melbourne,9.3,16.1,2.2,72.0,59.0,1007.3,1002.9,11.5,14.8,1,0
28310,2013-05-16,Melbourne,10.3,16.0,8.6,72.0,81.0,1007.1,1008.8,12.8,12.1,1,0
28311,2013-05-21,Melbourne,7.4,17.0,5.2,82.0,53.0,1018.0,1015.5,9.4,15.4,1,0
28312,2013-05-22,Melbourne,6.3,15.4,0.0,74.0,54.0,1013.3,1011.4,8.5,14.5,0,0
28313,2013-05-23,Melbourne,5.6,17.0,0.0,80.0,56.0,1020.5,1020.5,11.6,15.9,0,0
28314,2013-05-29,Melbourne,7.2,18.9,0.0,71.0,37.0,1026.0,1023.0,12.1,18.5,0,0
28315,2013-05-30,Melbourne,12.1,15.7,1.2,69.0,88.0,1023.0,1021.7,15.1,14.5,1,0
28316,2013-06-06,Melbourne,12.5,17.3,0.0,70.0,51.0,1017.2,1014.1,13.3,17.0,0,0
28317,2013-06-12,Melbourne,9.4,13.5,0.4,82.0,88.0,1012.2,1008.2,11.4,13.2,0,0
28318,2013-06-13,Melbourne,10.8,13.0,9.8,88.0,91.0,1008.9,1009.0,12.8,12.5,1,0
28319,2013-06-18,Melbourne,8.5,15.9,1.6,79.0,57.0,1018.6,1019.0,11.7,14.5,1,0
28320,2013-06-21,Melbourne,3.2,15.4,0.0,82.0,44.0,1021.8,1019.6,4.7,14.3,0,0
28321,2013-06-22,Melbourne,2.9,14.8,0.0,74.0,59.0,1025.8,1025.2,4.9,13.8,0,0
28322,2013-06-23,Melbourne,1.5,14.2,0.0,86.0,50.0,1031.7,1028.9,3.1,13.4,0,0
28323,2013-06-24,Melbourne,2.1,12.1,0.0,97.0,72.0,1029.3,1026.7,4.2,11.4,0,0
28324,2013-06-25,Melbourne,4.0,17.2,0.0,94.0,55.0,1026.6,1023.1,6.7,15.4,0,0
28325,2013-06-26,Melbourne,2.9,17.5,0.0,86.0,48.0,1024.3,1021.0,4.7,16.5,0,0
28326,2013-06-27,Melbourne,4.7,17.6,0.0,75.0,44.0,1022.9,1020.6,6.7,16.6,0,0
28327,2013-06-28,Melbourne,6.7,16.9,0.0,86.0,53.0,1025.2,1023.2,7.8,16.0,0,0
28328,2013-06-29,Melbourne,6.7,14.5,0.0,90.0,81.0,1028.0,1026.9,8.0,12.1,0,0
28329,2013-06-30,Melbourne,5.4,18.3,0.0,88.0,56.0,1027.5,1024.2,7.4,17.1,0,0
28330,2013-07-01,Melbourne,7.4,18.1,0.0,63.0,52.0,1023.5,1021.0,14.4,17.7,0,0
28331,2013-07-02,Melbourne,12.7,19.2,1.6,68.0,39.0,1022.7,1020.5,13.6,17.9,1,0
28332,2013-07-03,Melbourne,9.9,16.0,0.0,73.0,53.0,1022.3,1018.2,10.8,15.1,0,0
28333,2013-07-04,Melbourne,9.6,16.3,0.0,64.0,44.0,1009.2,1003.0,10.5,15.7,0,0
28334,2013-07-09,Melbourne,3.1,14.5,0.0,87.0,62.0,1037.3,1033.1,4.2,12.6,0,0
28335,2013-07-10,Melbourne,3.1,15.2,0.0,80.0,40.0,1032.9,1030.2,4.5,14.5,0,0
28336,2013-07-11,Melbourne,4.2,16.0,0.0,77.0,50.0,1034.0,1030.3,6.0,15.7,0,0
28337,2013-07-16,Melbourne,10.6,16.7,0.0,89.0,63.0,1023.0,1020.9,11.4,16.1,0,0
28338,2013-07-17,Melbourne,10.5,18.2,0.0,80.0,55.0,1020.4,1016.6,12.9,17.4,0,0
28339,2013-07-18,Melbourne,12.9,23.3,0.0,63.0,47.0,1011.4,1005.6,18.0,21.8,0,0
28340,2013-07-23,Melbourne,8.0,13.9,3.2,85.0,65.0,1024.0,1025.9,10.6,13.1,1,0
28341,2013-07-24,Melbourne,10.6,14.4,0.0,61.0,60.0,1032.5,1030.6,12.0,13.2,0,0
28342,2013-07-25,Melbourne,4.1,12.4,0.0,75.0,60.0,1028.4,1025.0,7.8,11.6,0,0
28343,2013-07-30,Melbourne,10.3,16.2,2.2,80.0,44.0,1022.0,1022.1,11.1,15.6,1,0
28344,2013-07-31,Melbourne,3.6,15.7,0.0,81.0,47.0,1026.0,1023.0,5.2,14.9,0,0
28345,2013-08-01,Melbourne,5.2,14.8,0.0,73.0,44.0,1023.1,1019.1,8.7,13.3,0,0
28346,2013-08-06,Melbourne,11.0,16.8,6.2,66.0,36.0,1007.4,1007.9,12.0,16.7,1,0
28347,2013-08-07,Melbourne,6.9,13.7,0.8,67.0,53.0,1011.5,1007.7,9.7,13.5,0,0
28348,2013-08-08,Melbourne,7.0,15.4,15.8,80.0,46.0,1017.7,1016.6,8.9,14.3,1,0
28349,2013-08-13,Melbourne,8.4,16.5,1.6,55.0,42.0,1012.0,1009.2,10.7,16.1,1,0
28350,2013-08-14,Melbourne,10.7,14.4,0.0,58.0,80.0,1003.7,1005.3,12.1,9.5,0,0
28351,2013-08-15,Melbourne,7.4,17.9,1.2,64.0,51.0,1020.5,1018.6,10.7,16.1,1,0
28352,2013-08-20,Melbourne,5.3,13.5,0.6,64.0,61.0,1016.0,1014.6,8.0,12.0,0,0
28353,2013-08-21,Melbourne,6.8,14.1,0.2,61.0,47.0,1015.8,1011.7,9.5,13.3,0,0
28354,2013-08-22,Melbourne,9.4,15.4,0.0,60.0,42.0,1009.0,1006.4,11.2,15.0,0,0
28355,2013-08-27,Melbourne,9.1,20.6,0.0,72.0,50.0,1020.9,1016.7,14.0,19.2,0,0
28356,2013-08-28,Melbourne,11.3,22.5,0.0,73.0,39.0,1019.4,1015.5,13.9,21.4,0,0
28357,2013-08-29,Melbourne,13.9,23.1,0.0,45.0,32.0,1011.7,1005.1,18.7,22.6,0,0
28358,2013-08-30,Melbourne,14.6,19.3,3.6,60.0,49.0,1011.2,1011.4,15.6,18.3,1,0
28359,2013-08-31,Melbourne,10.6,22.5,1.0,72.0,37.0,1019.6,1018.3,14.5,21.6,0,0
28360,2013-09-01,Melbourne,14.5,23.8,0.2,45.0,41.0,1024.2,1021.3,17.4,22.5,0,0
28361,2013-09-02,Melbourne,14.8,21.2,0.0,72.0,58.0,1030.8,1029.3,16.4,19.1,0,0
28362,2013-09-03,Melbourne,10.6,24.6,0.0,77.0,51.0,1031.9,1028.5,14.2,23.8,0,0
28363,2013-09-04,Melbourne,14.2,23.9,0.0,48.0,41.0,1025.8,1022.4,20.2,23.3,0,0
28364,2013-09-05,Melbourne,19.7,19.8,0.0,53.0,90.0,1022.9,1024.0,19.8,15.0,0,0
28365,2013-09-10,Melbourne,11.9,17.2,0.0,66.0,44.0,1007.5,1006.5,12.9,15.4,0,0
28366,2013-09-11,Melbourne,11.2,17.9,0.2,51.0,44.0,1010.7,1011.1,13.4,16.4,0,0
28367,2013-09-12,Melbourne,8.5,16.0,2.4,87.0,37.0,1017.5,1017.7,9.5,15.6,1,0
28368,2013-09-17,Melbourne,12.0,19.6,23.8,88.0,57.0,1003.4,1000.8,13.6,19.3,1,0
28369,2013-09-18,Melbourne,13.1,20.1,0.0,69.0,48.0,999.9,995.4,15.5,18.1,0,0
28370,2013-09-19,Melbourne,10.2,17.3,10.4,63.0,44.0,1006.1,1005.2,12.1,15.6,1,0
28371,2013-10-01,Melbourne,11.6,17.7,2.0,64.0,40.0,1001.5,1006.7,13.5,16.2,1,0
28372,2013-10-02,Melbourne,9.8,17.1,0.2,54.0,66.0,1006.4,1000.8,12.0,15.3,0,0
28373,2013-10-03,Melbourne,8.2,16.5,1.4,67.0,52.0,1018.8,1020.8,11.1,14.3,1,0
28374,2013-10-08,Melbourne,11.0,21.8,1.0,65.0,42.0,1017.7,1016.4,14.2,19.7,0,0
28375,2013-10-09,Melbourne,13.6,26.7,0.0,46.0,38.0,1013.1,1008.6,17.6,23.5,0,0
28376,2013-10-10,Melbourne,16.4,16.6,0.0,81.0,89.0,1003.4,1007.0,16.6,14.2,0,0
28377,2013-10-15,Melbourne,9.4,19.5,2.6,56.0,34.0,1021.4,1018.1,13.0,18.3,1,0
28378,2013-10-16,Melbourne,12.9,27.4,0.0,35.0,11.0,1009.1,1002.2,15.5,26.6,0,0
28379,2013-10-17,Melbourne,10.8,16.0,1.8,54.0,57.0,1005.0,1010.8,13.0,12.6,1,0
28380,2013-10-18,Melbourne,6.6,22.1,0.8,47.0,27.0,1023.4,1021.8,12.7,20.6,0,0
28381,2013-10-19,Melbourne,12.2,26.5,0.0,22.0,14.0,1023.2,1019.1,19.0,25.4,0,0
28382,2013-10-20,Melbourne,17.3,31.6,0.0,29.0,13.0,1013.1,1009.7,21.2,30.7,0,0
28383,2013-10-21,Melbourne,14.8,17.6,0.0,80.0,85.0,1015.1,1015.2,15.9,15.2,0,0
28384,2013-10-22,Melbourne,12.3,17.2,0.4,72.0,82.0,1013.6,1008.6,13.3,14.8,0,0
28385,2013-10-23,Melbourne,12.9,16.1,16.0,93.0,92.0,1005.1,1011.5,13.9,13.0,1,0
28386,2013-10-24,Melbourne,7.2,16.0,6.4,57.0,61.0,1018.2,1020.7,10.1,12.3,1,0
28387,2013-10-29,Melbourne,11.7,18.4,3.4,60.0,44.0,1017.4,1018.5,13.4,17.1,1,0
28388,2013-10-30,Melbourne,12.2,19.9,0.0,56.0,47.0,1022.0,1021.1,13.8,17.8,0,0
28389,2013-10-31,Melbourne,12.3,18.4,0.0,62.0,46.0,1024.4,1023.6,13.7,17.6,0,0
28390,2013-11-05,Melbourne,9.1,26.0,0.0,60.0,39.0,1028.2,1023.3,13.6,22.7,0,0
28391,2013-11-06,Melbourne,12.2,30.7,0.0,32.0,16.0,1018.5,1013.7,20.7,29.5,0,0
28392,2013-11-07,Melbourne,20.2,25.8,0.0,26.0,74.0,1009.8,1011.1,23.6,17.9,0,0
28393,2013-11-12,Melbourne,12.4,15.9,1.0,68.0,81.0,1017.7,1015.1,14.9,14.8,0,0
28394,2013-11-13,Melbourne,10.0,14.7,20.0,94.0,85.0,1013.0,1013.4,10.8,12.5,1,0
28395,2013-11-14,Melbourne,10.7,17.5,7.8,71.0,64.0,1017.3,1017.8,13.9,15.4,1,0
28396,2013-11-26,Melbourne,10.3,29.1,0.0,60.0,21.0,1015.4,1013.1,17.0,27.4,0,0
28397,2013-11-27,Melbourne,15.7,33.1,0.0,51.0,17.0,1014.0,1010.6,21.9,32.1,0,0
28398,2013-11-28,Melbourne,21.8,24.2,0.0,36.0,79.0,1004.4,1007.2,24.0,17.6,0,0
28399,2013-11-29,Melbourne,12.0,19.3,8.4,61.0,42.0,1013.7,1016.5,16.3,19.1,1,0
28400,2013-11-30,Melbourne,12.3,19.8,0.2,59.0,47.0,1021.7,1020.6,15.2,18.0,0,0
28401,2013-12-01,Melbourne,10.1,31.0,0.0,63.0,23.0,1020.5,1017.3,16.7,29.7,0,0
28402,2013-12-02,Melbourne,16.6,36.0,0.0,23.0,16.0,1016.1,1011.7,26.9,34.2,0,0
28403,2013-12-03,Melbourne,16.9,24.9,0.0,67.0,63.0,1010.1,1008.1,20.5,21.5,0,0
28404,2013-12-04,Melbourne,17.2,21.0,9.0,72.0,82.0,1000.6,1001.8,20.9,15.6,1,0
28405,2013-12-12,Melbourne,11.0,24.0,2.4,58.0,35.0,1013.0,1010.8,14.5,22.1,1,0
28406,2013-12-13,Melbourne,14.4,22.7,0.0,65.0,54.0,1013.8,1013.2,17.3,21.6,0,0
28407,2013-12-14,Melbourne,14.4,20.0,0.0,49.0,46.0,1020.2,1019.6,15.3,19.6,0,0
28408,2013-12-15,Melbourne,14.0,21.7,0.0,67.0,54.0,1021.5,1020.1,15.6,19.7,0,0
28409,2013-12-16,Melbourne,14.8,21.4,0.0,67.0,59.0,1021.9,1020.3,15.9,20.0,0,0
28410,2013-12-17,Melbourne,14.2,22.1,0.0,78.0,57.0,1022.1,1021.0,15.4,20.5,0,0
28411,2013-12-18,Melbourne,13.9,26.9,0.0,81.0,55.0,1022.6,1018.7,15.8,25.0,0,0
28412,2013-12-19,Melbourne,15.7,39.9,0.0,49.0,11.0,1013.7,1010.8,26.9,39.0,0,0
28413,2013-12-20,Melbourne,21.3,24.2,0.0,61.0,68.0,1012.4,1014.2,23.0,21.5,0,0
28414,2013-12-21,Melbourne,15.1,21.4,0.0,76.0,61.0,1016.8,1012.9,16.8,20.9,0,0
28415,2013-12-22,Melbourne,16.6,28.4,0.0,87.0,57.0,1008.0,1005.4,18.9,26.0,0,0
28416,2013-12-23,Melbourne,14.6,18.2,2.6,96.0,73.0,1011.1,1014.1,14.9,16.0,1,0
28417,2013-12-24,Melbourne,13.5,23.3,2.4,51.0,41.0,1020.3,1018.1,15.9,21.4,1,0
28418,2013-12-25,Melbourne,12.3,31.8,0.0,62.0,20.0,1015.1,1010.9,17.9,29.2,0,0
28419,2013-12-26,Melbourne,17.7,27.6,0.0,34.0,30.0,1010.0,1009.0,22.6,27.4,0,0
28420,2013-12-27,Melbourne,16.4,22.4,0.0,75.0,50.0,1014.4,1012.4,17.6,21.5,0,0
28421,2013-12-28,Melbourne,14.8,36.5,0.0,58.0,12.0,1004.9,999.3,21.1,34.1,0,0
28422,2013-12-29,Melbourne,14.4,20.9,0.0,49.0,43.0,1016.8,1017.5,17.2,19.4,0,0
28423,2013-12-30,Melbourne,11.6,22.6,0.0,56.0,29.0,1016.4,1015.0,15.2,21.9,0,0
28424,2013-12-31,Melbourne,12.0,25.4,0.0,60.0,33.0,1016.2,1015.3,16.5,23.4,0,0
28425,2014-01-07,Melbourne,14.0,20.8,0.0,52.0,42.0,1024.0,1022.9,15.7,19.6,0,0
28426,2014-01-08,Melbourne,11.7,27.5,0.0,58.0,36.0,1022.7,1018.9,15.3,24.4,0,0
28427,2014-01-09,Melbourne,14.3,33.3,0.0,64.0,28.0,1020.6,1016.2,18.3,30.8,0,0
28428,2014-01-10,Melbourne,18.3,34.7,0.0,48.0,25.0,1018.2,1015.0,24.8,33.2,0,0
28429,2014-01-11,Melbourne,17.8,22.7,0.0,80.0,54.0,1019.6,1018.9,18.2,21.7,0,0
28430,2014-01-12,Melbourne,16.5,22.8,0.0,67.0,51.0,1022.1,1020.5,17.8,22.5,0,0
28431,2014-01-13,Melbourne,15.2,31.1,0.0,71.0,50.0,1018.3,1014.1,18.4,27.5,0,0
28432,2014-01-14,Melbourne,18.3,42.8,0.0,31.0,15.0,1013.0,1010.3,31.1,41.1,0,0
28433,2014-01-15,Melbourne,28.6,41.7,0.0,25.0,21.0,1014.1,1013.0,35.2,37.8,0,0
28434,2014-01-16,Melbourne,27.0,43.9,0.0,35.0,16.0,1014.7,1010.9,31.8,43.2,0,0
28435,2014-01-21,Melbourne,16.8,23.7,0.0,66.0,43.0,1013.0,1013.7,18.0,22.2,0,0
28436,2014-01-22,Melbourne,16.2,24.3,0.0,53.0,37.0,1021.0,1020.4,18.1,23.3,0,0
28437,2014-01-23,Melbourne,13.6,30.4,0.0,58.0,47.0,1020.3,1014.4,17.3,25.3,0,0
28438,2014-01-30,Melbourne,16.0,30.0,0.0,70.0,49.0,1016.1,1013.0,18.7,26.5,0,0
28439,2014-01-31,Melbourne,18.6,27.0,0.0,74.0,55.0,1013.8,1012.8,21.3,26.8,0,0
28440,2014-02-01,Melbourne,18.6,30.2,0.0,79.0,52.0,1011.5,1009.0,20.3,28.3,0,0
28441,2014-02-02,Melbourne,18.3,39.0,0.0,67.0,36.0,1010.9,1007.3,22.8,34.5,0,0
28442,2014-02-03,Melbourne,22.7,34.0,0.0,33.0,68.0,1006.6,1012.1,30.5,23.2,0,0
28443,2014-02-04,Melbourne,14.8,26.2,0.6,58.0,32.0,1022.3,1019.7,17.5,24.8,0,0
28444,2014-02-05,Melbourne,13.9,31.1,0.0,53.0,33.0,1021.4,1017.1,17.9,28.2,0,0
28445,2014-02-06,Melbourne,17.4,35.6,0.0,37.0,21.0,1015.7,1011.1,22.9,33.4,0,0
28446,2014-02-07,Melbourne,22.9,36.6,0.0,29.0,51.0,1010.6,1009.7,29.0,27.6,0,0
28447,2014-02-08,Melbourne,18.6,41.0,0.0,68.0,30.0,1012.6,1008.0,22.6,36.1,0,0
28448,2014-02-09,Melbourne,22.2,40.4,0.0,15.0,43.0,1006.7,1012.2,32.2,26.8,0,0
28449,2014-02-10,Melbourne,15.9,24.9,0.0,53.0,43.0,1020.4,1018.1,19.0,24.7,0,0
28450,2014-02-11,Melbourne,14.6,27.0,0.0,67.0,43.0,1015.7,1013.8,17.3,26.2,0,0
28451,2014-02-12,Melbourne,17.1,27.2,0.0,80.0,60.0,1014.1,1014.3,19.0,25.2,0,0
28452,2014-02-13,Melbourne,18.9,26.9,0.0,75.0,57.0,1012.7,1010.7,22.1,26.3,0,0
28453,2014-02-18,Melbourne,14.5,30.4,0.0,66.0,42.0,1009.9,1004.1,18.3,27.7,0,0
28454,2014-02-19,Melbourne,17.5,25.4,0.0,70.0,42.0,999.0,996.9,19.0,23.7,0,0
28455,2014-02-20,Melbourne,12.6,20.8,9.4,59.0,38.0,1009.1,1011.1,14.6,20.3,1,0
28456,2014-02-25,Melbourne,15.5,33.0,0.0,37.0,28.0,1009.6,1005.4,25.1,30.9,0,0
28457,2014-02-26,Melbourne,15.1,22.6,0.0,82.0,42.0,1012.5,1013.3,16.4,21.0,0,0
28458,2014-02-27,Melbourne,14.4,22.3,0.2,76.0,40.0,1021.2,1021.8,16.3,21.2,0,0
28459,2014-02-28,Melbourne,13.8,23.5,0.0,57.0,46.0,1023.5,1021.4,16.3,22.3,0,0
28460,2014-03-01,Melbourne,15.9,24.2,0.0,81.0,62.0,1022.7,1021.5,17.6,22.5,0,0
28461,2014-03-02,Melbourne,16.9,23.4,0.0,73.0,53.0,1023.4,1022.4,17.7,22.3,0,0
28462,2014-03-03,Melbourne,15.7,25.3,0.0,73.0,55.0,1025.2,1022.0,17.2,23.0,0,0
28463,2014-03-04,Melbourne,16.0,33.7,0.0,70.0,28.0,1022.0,1017.9,19.5,31.7,0,0
28464,2014-03-05,Melbourne,19.5,23.0,0.0,64.0,69.0,1015.8,1018.6,22.9,19.3,0,0
28465,2014-03-06,Melbourne,14.3,21.4,0.0,52.0,47.0,1020.6,1019.4,16.6,19.4,0,0
28466,2014-03-07,Melbourne,14.3,23.1,0.0,76.0,64.0,1022.0,1021.0,15.1,21.4,0,0
28467,2014-03-08,Melbourne,15.0,28.4,0.0,74.0,56.0,1021.9,1018.8,20.5,26.7,0,0
28468,2014-03-09,Melbourne,16.5,33.1,0.0,55.0,22.0,1019.4,1015.7,21.4,31.0,0,0
28469,2014-03-10,Melbourne,21.3,32.7,0.0,43.0,32.0,1017.8,1018.3,25.2,29.4,0,0
28470,2014-03-11,Melbourne,19.3,31.2,0.0,48.0,35.0,1019.3,1015.7,23.9,29.3,0,0
28471,2014-03-12,Melbourne,16.7,22.2,2.2,78.0,43.0,1020.3,1020.3,17.2,21.1,1,0
28472,2014-03-13,Melbourne,13.7,22.9,0.0,65.0,48.0,1020.9,1017.8,15.8,21.7,0,0
28473,2014-03-18,Melbourne,15.9,25.1,0.0,58.0,41.0,1019.1,1019.2,18.4,23.8,0,0
28474,2014-03-19,Melbourne,13.7,22.7,0.0,68.0,52.0,1027.6,1025.8,15.9,20.8,0,0
28475,2014-03-20,Melbourne,11.2,30.9,0.0,68.0,18.0,1024.4,1019.5,14.7,29.3,0,0
28476,2014-03-25,Melbourne,12.1,24.6,0.8,78.0,46.0,1024.1,1021.7,14.5,24.4,0,0
28477,2014-03-26,Melbourne,14.1,27.0,0.0,80.0,50.0,1025.1,1021.7,17.3,26.3,0,0
28478,2014-03-27,Melbourne,17.1,25.4,4.4,93.0,54.0,1017.4,1013.6,17.8,25.3,1,0
28479,2014-04-01,Melbourne,18.9,33.4,0.0,56.0,24.0,1016.1,1012.2,23.1,32.8,0,0
28480,2014-04-02,Melbourne,23.0,24.9,0.0,49.0,88.0,1013.2,1014.0,23.9,19.2,0,0
28481,2014-04-03,Melbourne,15.1,18.3,0.6,60.0,72.0,1019.9,1020.3,17.5,17.5,0,0
28482,2014-04-04,Melbourne,14.6,20.7,0.0,67.0,59.0,1021.9,1019.5,15.8,19.3,0,0
28483,2014-04-05,Melbourne,15.0,24.5,0.0,77.0,49.0,1021.6,1019.5,17.5,23.1,0,0
28484,2014-04-10,Melbourne,16.5,19.3,18.6,95.0,89.0,1013.4,1009.1,17.5,18.8,1,0
28485,2014-04-15,Melbourne,12.6,21.9,0.0,67.0,57.0,1024.0,1021.4,16.1,20.5,0,0
28486,2014-04-16,Melbourne,10.0,22.3,0.0,86.0,58.0,1021.2,1018.0,13.4,21.0,0,0
28487,2014-04-23,Melbourne,11.9,19.4,6.6,74.0,54.0,1017.1,1013.3,13.2,18.2,1,0
28488,2014-04-24,Melbourne,12.3,18.8,0.6,83.0,35.0,1015.1,1017.4,14.0,18.0,0,0
28489,2014-04-25,Melbourne,6.5,20.9,0.0,76.0,36.0,1020.5,1013.5,9.0,20.4,0,0
28490,2014-04-26,Melbourne,9.0,19.3,0.0,52.0,53.0,1011.8,1014.9,17.9,16.5,0,0
28491,2014-04-27,Melbourne,9.5,17.6,0.0,57.0,40.0,1025.7,1022.4,12.6,17.2,0,0
28492,2014-04-28,Melbourne,6.5,22.4,0.0,66.0,47.0,1020.7,1016.5,13.9,20.7,0,0
28493,2014-05-06,Melbourne,10.7,16.5,1.0,60.0,58.0,1025.5,1024.4,12.8,16.0,0,0
28494,2014-05-07,Melbourne,9.7,16.5,1.2,52.0,49.0,1027.7,1026.6,13.3,15.5,1,0
28495,2014-05-08,Melbourne,4.3,18.9,0.0,79.0,35.0,1028.0,1024.1,7.1,18.2,0,0
28496,2014-05-14,Melbourne,8.7,20.5,0.0,64.0,49.0,1026.0,1022.3,13.9,19.5,0,0
28497,2014-05-15,Melbourne,13.9,22.5,0.0,52.0,41.0,1021.9,1019.7,17.1,22.3,0,0
28498,2014-05-16,Melbourne,16.8,23.2,0.0,48.0,41.0,1025.0,1023.9,17.7,21.2,0,0
28499,2014-05-17,Melbourne,16.8,20.1,0.0,52.0,51.0,1025.0,1022.4,17.3,19.8,0,0
28500,2014-05-18,Melbourne,17.3,21.5,0.0,53.0,45.0,1023.5,1021.2,17.6,21.0,0,0
28501,2014-05-19,Melbourne,17.4,23.5,0.0,57.0,46.0,1020.7,1017.6,17.6,22.3,0,0
28502,2014-05-20,Melbourne,14.2,21.8,0.0,73.0,86.0,1019.7,1018.8,16.3,17.2,0,0
28503,2014-05-21,Melbourne,11.0,23.8,1.6,83.0,43.0,1022.6,1019.6,12.5,22.8,1,0
28504,2014-05-22,Melbourne,12.5,21.1,0.0,62.0,60.0,1017.7,1014.4,17.6,19.6,0,0
28505,2014-05-27,Melbourne,15.8,20.1,0.0,73.0,55.0,1005.7,1001.2,17.5,19.7,0,0
28506,2014-05-28,Melbourne,13.0,19.0,2.0,73.0,53.0,1010.7,1012.7,14.4,18.0,1,0
28507,2014-05-29,Melbourne,9.8,15.9,0.0,80.0,61.0,1024.7,1024.3,12.0,15.5,0,0
28508,2014-05-30,Melbourne,6.4,17.9,0.0,84.0,61.0,1027.1,1024.2,7.1,16.5,0,0
28509,2014-06-03,Melbourne,12.6,16.6,3.2,93.0,83.0,1017.6,1017.5,13.6,16.1,1,0
28510,2014-06-04,Melbourne,10.8,18.6,3.0,78.0,60.0,1024.2,1023.0,12.5,17.6,1,0
28511,2014-06-05,Melbourne,11.9,17.1,5.2,85.0,68.0,1029.1,1028.6,13.0,14.8,1,0
28512,2014-06-11,Melbourne,6.9,16.6,0.0,77.0,62.0,1025.0,1021.1,9.2,16.2,0,0
28513,2014-06-12,Melbourne,9.2,16.3,0.0,71.0,58.0,1018.1,1014.7,12.3,16.2,0,0
28514,2014-06-17,Melbourne,10.1,16.3,2.2,85.0,61.0,1028.6,1029.1,11.1,15.4,1,0
28515,2014-06-20,Melbourne,9.3,15.5,0.0,75.0,55.0,1014.2,1012.3,11.3,14.1,0,0
28516,2014-06-21,Melbourne,11.3,15.7,0.0,78.0,68.0,1017.6,1018.0,13.0,15.0,0,0
28517,2014-06-22,Melbourne,7.7,15.8,0.0,87.0,62.0,1022.4,1018.3,8.5,15.0,0,0
28518,2014-06-23,Melbourne,8.5,14.7,0.0,67.0,63.0,1001.7,997.3,13.2,12.9,0,0
28519,2014-06-24,Melbourne,7.1,14.5,4.6,79.0,57.0,994.5,1001.5,8.7,13.9,1,0
