,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,828.2415867311861
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3817.0889550381567
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5645.078964058228
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3564.199603913914
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,20373.461903760217
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6070.52375126048
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1062.0863874534782
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,711.7467401356162
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1798.1939690503614
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2015.556549475287
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,545.4165182447139
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8719.862667130556
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,3584.7815461263494
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1360.9908644201212
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,766.1997687179286
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2245.2068116440687
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,925.7354519183887
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1797.055663880851
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,13962.461286284364
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2136.602103748626
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,817.916718705354
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1030.6005572694771
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1654.7013839777062
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10434.443198527626
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,601.0674034387498
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,8697.266623716427
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,768.4092471134221
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,509.7069038539547
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2440.7884089656686
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4135.683195805833
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,767.631388160242
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,9131.34849416412
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2326.9098454742107
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1031.5592178975191
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6256.312063853953
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7954.834841076975
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1691.4327181455021
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5942.653082114435
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,953.516527819982
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,8405.619259544024
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,672.359342483776
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3191.6929473976757
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1359.7649206443205
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6176.574463763389
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,12628.754640333986
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1332.7454118368703
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,663.6066516350829
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1348.8797956901412
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3674.558123238313
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4018.579204892546
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,12879.494772174581
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1499.0625367582863
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5001.399537028485
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3461.1353854375825
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1862.3247280923224
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,638.0647134887606
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2721.80654354027
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3511.556119341785
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,822.6938406965622
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13768.101330910951
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3059.9129911637965
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5973.56000350503
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,973.5577787983917
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1066.0346418591444
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,513.7449082793202
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,805.8888309850643
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1732.6342095799976
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9497.793570982087
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2234.5639626465486
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2208.0311030411417
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,644.987822121597
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5508.168474668678
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1021.6787536507146
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6863.92014986063
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1346.8760272355091
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,3863.8975836306026
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1693.0169551549548
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,540.6790303333572
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1171.8346185492849
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3471.0275587442275
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,4749.128240837033
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3410.8127725930162
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2425.578788017955
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,747.2576923178028
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,743.8399152726524
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5160.557276505051
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,781.2724616484061
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,3742.8715823563753
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,7038.889962294653
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1576.482278879098
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1729.836025669068
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,415.814056257496
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,996.5131054660922
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3880.3809957011827
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,2988.7353083354024
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,3758.2017196469697
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,795.054930842359
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,879.5044702252505
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,314.10435163683644
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,662.5119454283234
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,3647.152064635489
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2244.6664117165683
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2475.0160385137174
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4158.977296263348
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,2445.27715369522
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,703.9831879400331
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1198.268983786826
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5139.221470355667
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3851.268655090182
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,610.4890346884351
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,839.1294652009823
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2552.777798882104
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4460.210511002224
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,11786.83276536389
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,4748.669691678529
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,404.5149836366874
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1420.3499855594137
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5536.047842676875
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,923.2986601660447
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10986.563390056584
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2067.5158053246414
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1412.8791924766633
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,18843.921245628713
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,757.0202945988419
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1220.0220268773169
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,346.46679786597656
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,5767.337157378562
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6113.3624343889105
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,9627.907447620728
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3151.0356610810636
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8550.483791809416
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3188.16712782274
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4425.387721462264
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1179.8438920355138
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,526.6999929059151
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4709.357205818495
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,573.7431757437031
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,958.4499128787133
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3083.286489428971
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,573.6253327185906
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2292.612179533296
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,657.8777654160355
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1510.9877120466033
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2427.7574363625527
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2789.3320337015057
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2294.1404558011336
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,612.8090810340879
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,2930.214699329215
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5303.003189929194
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,3734.816423813788
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,353.5392960845748
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8690.562122102292
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2589.389317245123
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1979.4073310367255
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,703.6497888320899
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3089.613204362953
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4542.080902701542
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,500.09195795310137
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,18884.624145864633
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,6856.933069184203
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3012.867471018885
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,542.6056001008433
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,4891.4860581396015
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,476.3169106613418
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3862.630468067948
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3135.066502388642
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5368.402956417934
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,1956.6292720669273
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,646.7165701117747
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2239.033413100331
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1777.4617703592126
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10092.955276450317
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,7395.355062964914
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14527.984458021918
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7297.402908984509
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,3978.263265384489
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,553.6182277997592
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1103.666471309885
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,8112.751940779509
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1245.7761713967654
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5838.625257604863
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2306.4869640509296
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,734.1175111883787
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,938.8922018155919
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,772.1410038352738
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1235.8874052311344
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,451.41184514265166
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,739.8264665294516
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1339.3022199629404
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1343.1110452426203
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,622.4044037015141
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,4802.873669152748
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2616.660035351343
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,3594.741138642184
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8185.8345295504105
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,876.0470399296491
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,776.018619248811
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,985.7361299120162
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,12049.085094346832
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1008.0637036840541
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3296.5677219835497
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1030.3623657542703
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,620.7884706217695
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2978.4221215185216
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,704.2953811300746
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4441.648906598014
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,4985.091774391879
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10657.723889640825
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5839.461045073526
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,1504.7775614174775
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,2106.543856483766
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2383.5609805952454
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1350.8968657859152
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1088.0060287178344
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1170.759000269148
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,12998.717716428355
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,726.6598552954741
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,4933.970173748812
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,15374.725721049099
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1187.2821770229277
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,2806.578383177399
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4062.2485617737475
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7042.51480805095
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1321.362744693261
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,3379.647484574217
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1888.5429589828432
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,511.7997823407658
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,879.8767684663596
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,705.4468523962744
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,971.9333213124715
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,12984.345403263998
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3508.588137950999
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,6084.950836765791
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,785.8917896231992
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,14169.173672893727
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6315.536887042095
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4372.743051170745
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,2652.6133377050623
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,571.2643507828336
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,4238.861538872465
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,12882.127391037913
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,664.7166634728468
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,4392.751399014536
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10967.030948899599
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,6006.699889521054
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,8369.770270619285
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11031.040202062444
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,617.804796242398
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,5302.947192880148
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5062.670701368108
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,658.2941785350287
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2340.4310943249034
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4319.664462211211
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,3430.0818220257906
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,524.0501080196672
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,870.468072754008
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,957.6953091353663
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,457.0646512214068
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1349.173319826348
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,786.4445036671042
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7438.450808594918
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,7203.703103096192
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,17235.0164326347
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,932.7619412581291
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,6717.481945773595
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4579.53142207457
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,16371.540059785242
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1356.950646212049
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5600.968581586725
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,545.3754306558126
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,647.4224885626888
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,790.9788562296305
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1034.6201930653874
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,4192.218765447331
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,7623.781066692089
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5234.471661220933
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,770.6332484601736
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,721.1365609001932
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,691.7499301117668
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,359.6849059920701
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3721.380765872334
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4235.4289909835115
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9398.100313003066
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,592.7968730544114
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1875.535160825168
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,552.3193381927845
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,10218.510213919364
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,11368.660233150325
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1232.2282446110505
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1435.902445995932
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5271.595678622631
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1783.2325418983305
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5216.1061548965035
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,11013.679241601363
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1120.4113176215806
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,475.8034993081205
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3826.634698407912
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,640.2564724857282
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,512.2700052274921
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3052.5855726452282
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5956.588015624039
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3845.1315134073984
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,512.7255971627662
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,13153.427743741286
